trade_date,ivix,date
20240923,13.01162919509894,2024-09-23
20240920,13.134630597201802,2024-09-20
20240919,13.777657574876914,2024-09-19
20240918,14.303846894146751,2024-09-18
20240913,14.026773477225534,2024-09-13
20240912,14.845830677498231,2024-09-12
20240911,15.759060256813315,2024-09-11
20240910,15.424668730557336,2024-09-10
20240909,14.789097780989518,2024-09-09
20240906,13.233870759793597,2024-09-06
20240905,13.7605063536402,2024-09-05
20240904,13.84792614388195,2024-09-04
20240903,13.239587122610516,2024-09-03
20240902,13.372633285853713,2024-09-02
20240830,12.539986283922108,2024-08-30
20240829,12.771232150386403,2024-08-29
20240828,13.056298360314605,2024-08-28
20240827,12.866320278096827,2024-08-27
20240826,13.1876774428285,2024-08-26
20240823,13.07154859450263,2024-08-23
20240822,13.648879494809924,2024-08-22
20240821,13.484092459977374,2024-08-21
20240820,13.34863494337393,2024-08-20
20240819,13.469839414552624,2024-08-19
20240816,13.417624760517732,2024-08-16
20240815,13.58139449472366,2024-08-15
20240814,14.070249132030998,2024-08-14
20240813,13.919626465192716,2024-08-13
20240812,13.830282218065342,2024-08-12
20240809,13.838637071260012,2024-08-09
20240808,14.142906004921343,2024-08-08
20240807,15.08633536235954,2024-08-07
20240806,16.728567581829992,2024-08-06
20240805,17.412515384425014,2024-08-05
20240802,14.42972103880814,2024-08-02
20240801,13.6220982773444,2024-08-01
20240731,13.639581753857687,2024-07-31
20240730,14.537371569799143,2024-07-30
20240729,14.22081241796642,2024-07-29
20240726,13.859950108568006,2024-07-26
20240725,14.145857366270684,2024-07-25
20240724,12.691140460296571,2024-07-24
20240723,12.49345302978195,2024-07-23
20240722,12.683413492242355,2024-07-22
20240719,12.6284218556827,2024-07-19
20240718,12.27697951276972,2024-07-18
20240717,11.504433054468604,2024-07-17
20240716,12.227419062496953,2024-07-16
20240715,12.283283960257076,2024-07-15
20240712,12.307281502713169,2024-07-12
20240711,12.787901856045242,2024-07-11
20240710,13.073685762612536,2024-07-10
20240709,13.258187201112758,2024-07-09
20240708,13.626460918074704,2024-07-08
20240705,12.772139387509984,2024-07-05
20240704,11.969884974316516,2024-07-04
20240703,11.999625255179737,2024-07-03
20240702,12.227316293472905,2024-07-02
20240701,12.68303078600371,2024-07-01
20240628,12.744179797693542,2024-06-28
20240627,13.413641633834668,2024-06-27
20240626,13.659406153802092,2024-06-26
20240625,14.33870449711645,2024-06-25
20240624,13.525066524931471,2024-06-24
20240621,13.300708880815638,2024-06-21
20240620,13.930624783996455,2024-06-20
20240619,13.68536491825489,2024-06-19
20240618,14.054135304364726,2024-06-18
20240617,14.052178906191182,2024-06-17
20240614,13.628136566589118,2024-06-14
20240613,13.8500132110758,2024-06-13
20240612,14.178130833121571,2024-06-12
20240611,14.5762702599812,2024-06-11
20240607,13.586225232531904,2024-06-07
20240606,13.727984563734458,2024-06-06
20240605,13.502295971884465,2024-06-05
20240604,13.322057339414082,2024-06-04
20240603,13.728198707647651,2024-06-03
20240531,13.58300167757578,2024-05-31
20240530,13.662677110802782,2024-05-30
20240529,13.32870028237092,2024-05-29
20240528,13.388778450622873,2024-05-28
20240527,13.406839439394188,2024-05-27
20240524,14.350355806517626,2024-05-24
20240523,13.275474645575702,2024-05-23
20240522,13.3928317437029,2024-05-22
20240521,13.56811695060341,2024-05-21
20240520,13.94776861437102,2024-05-20
20240517,14.56376120580804,2024-05-17
20240516,13.695844902292889,2024-05-16
20240515,14.426565363275987,2024-05-15
20240514,14.40342990077182,2024-05-14
20240513,14.439572533344595,2024-05-13
20240510,14.566067995447538,2024-05-10
20240509,14.54099710997238,2024-05-09
20240508,14.591016900849556,2024-05-08
20240507,14.879135506170313,2024-05-07
20240506,14.918317470294188,2024-05-06
20240430,14.60393997430995,2024-04-30
20240429,15.588132843864871,2024-04-29
20240426,14.719069923408124,2024-04-26
20240425,14.27954299319342,2024-04-25
20240424,14.835243908545554,2024-04-24
20240423,15.094346323228184,2024-04-23
20240422,15.464915871756295,2024-04-22
20240419,15.709027240977752,2024-04-19
20240418,15.3712754254244,2024-04-18
20240417,15.13912918942077,2024-04-17
20240416,16.0074031583208,2024-04-16
20240415,15.339924449354475,2024-04-15
20240412,14.51903703994276,2024-04-12
20240411,14.36235566889994,2024-04-11
20240410,14.445002336526532,2024-04-10
20240409,14.686360688066973,2024-04-09
20240408,14.81077504262884,2024-04-08
20240403,14.33938625496759,2024-04-03
20240402,14.441638058785465,2024-04-02
20240401,14.61989288703755,2024-04-01
20240329,14.707034274468532,2024-03-29
20240328,15.315538216553588,2024-03-28
20240327,16.261996713267262,2024-03-27
20240326,15.739158741779308,2024-03-26
20240325,16.22954898381176,2024-03-25
20240322,16.131508832119568,2024-03-22
20240321,15.30454684795137,2024-03-21
20240320,15.44251168288106,2024-03-20
20240319,15.517600569026683,2024-03-19
20240318,15.7075598062695,2024-03-18
20240315,15.661279309740106,2024-03-15
20240314,15.776568609457778,2024-03-14
20240313,16.039026718099816,2024-03-13
20240312,16.01487905896252,2024-03-12
20240311,16.07824468169157,2024-03-11
20240308,15.98362405943525,2024-03-08
20240307,16.426826147019007,2024-03-07
20240306,16.89553109797916,2024-03-06
20240305,17.587225186647775,2024-03-05
20240304,18.804111414843145,2024-03-04
20240301,18.714896609449,2024-03-01
20240229,18.87827569787804,2024-02-29
20240228,20.49365562026288,2024-02-28
20240227,19.96203407261212,2024-02-27
20240226,20.362252601359376,2024-02-26
20240223,21.49057059864632,2024-02-23
20240222,21.16052524887732,2024-02-22
20240221,19.76427118439165,2024-02-21
20240220,18.984188873773885,2024-02-20
20240219,20.84642902341441,2024-02-19
20240208,20.013384092390176,2024-02-08
20240207,20.207475303749987,2024-02-07
20240206,20.611589558552502,2024-02-06
20240205,23.53769366808632,2024-02-05
20240202,22.22922101168503,2024-02-02
20240201,20.67688622028388,2024-02-01
20240131,20.4954438652584,2024-01-31
20240130,18.69551598193624,2024-01-30
20240129,17.427318156638684,2024-01-29
20240126,16.08732782893167,2024-01-26
20240125,16.497193628013214,2024-01-25
20240124,17.546116958468616,2024-01-24
20240123,18.91731459292449,2024-01-23
20240122,21.133841207890004,2024-01-22
20240119,16.456066765502815,2024-01-19
20240118,17.54165464878569,2024-01-18
20240117,18.10720465022096,2024-01-17
20240116,16.230201869417645,2024-01-16
20240115,16.921359033640616,2024-01-15
20240112,17.759984373649154,2024-01-12
20240111,17.838066853218,2024-01-11
20240110,17.935873259450606,2024-01-10
20240109,17.79973736065601,2024-01-09
20240108,18.87429826194124,2024-01-08
20240105,16.732433231294383,2024-01-05
20240104,16.218006707432735,2024-01-04
20240103,15.736111823333554,2024-01-03
20240102,15.831797191955555,2024-01-02
20231229,15.768779928387035,2023-12-29
20231228,16.290530446995792,2023-12-28
20231227,17.120953909637386,2023-12-27
20231226,17.284765819153797,2023-12-26
20231225,16.901171394963747,2023-12-25
20231222,17.35764379007026,2023-12-22
20231221,18.245702200934065,2023-12-21
20231220,18.6793194548496,2023-12-20
20231219,17.88809597882544,2023-12-19
20231218,17.834283564910127,2023-12-18
20231215,17.480028400321142,2023-12-15
20231214,17.607508788044512,2023-12-14
20231213,17.298130515947648,2023-12-13
20231212,16.546345586779683,2023-12-12
20231211,17.15051109765052,2023-12-11
20231208,16.51570131084871,2023-12-08
20231207,16.964872039509203,2023-12-07
20231206,17.01900354069331,2023-12-06
20231205,17.780794236654305,2023-12-05
20231204,16.005533936896242,2023-12-04
20231201,15.081625377341238,2023-12-01
20231130,15.193896312400614,2023-11-30
20231129,15.50951345111857,2023-11-29
20231128,15.189671788174604,2023-11-28
20231127,15.431449873922462,2023-11-27
20231124,14.869819613779114,2023-11-24
20231123,14.711607976976024,2023-11-23
20231122,15.044505222256118,2023-11-22
20231121,14.663018618012384,2023-11-21
20231120,14.811373421484774,2023-11-20
20231117,15.365630704754563,2023-11-17
20231116,16.13455174880347,2023-11-16
20231115,16.443439141591455,2023-11-15
20231114,16.49648607629599,2023-11-14
20231113,16.67427978712121,2023-11-13
20231110,16.234357820713832,2023-11-10
20231109,16.06435887680433,2023-11-09
20231108,16.000291914249086,2023-11-08
20231107,16.00886314204961,2023-11-07
20231106,16.24520762756943,2023-11-06
20231103,15.3911039864603,2023-11-03
20231102,15.846364015228689,2023-11-02
20231101,16.120925259658254,2023-11-01
20231031,16.177792491295637,2023-10-31
20231030,16.39609449408821,2023-10-30
20231027,15.82951040589768,2023-10-27
20231026,16.31931385966194,2023-10-26
20231025,17.06362975723729,2023-10-25
20231024,18.58420600209947,2023-10-24
20231023,19.960602453679183,2023-10-23
20231020,19.144054207230823,2023-10-20
20231019,17.334994220879093,2023-10-19
20231018,15.160102611763923,2023-10-18
20231017,15.57527077550392,2023-10-17
20231016,16.117882609189614,2023-10-16
20231013,15.330371016417743,2023-10-13
20231012,14.932519119660489,2023-10-12
20231011,15.31704419165175,2023-10-11
20231010,15.60085194497891,2023-10-10
20231009,15.693564889075482,2023-10-09
20230928,16.41172893386177,2023-09-28
20230927,16.692259702791592,2023-09-27
20230926,16.511828822547216,2023-09-26
20230925,16.379654616528804,2023-09-25
20230922,16.34415485092595,2023-09-22
20230921,16.144492798609708,2023-09-21
20230920,15.94264024362682,2023-09-20
20230919,16.3883737857795,2023-09-19
20230918,16.76136410082482,2023-09-18
20230915,16.66625778880208,2023-09-15
20230914,16.312002690358867,2023-09-14
20230913,16.571461250448746,2023-09-13
20230912,16.624550986547632,2023-09-12
20230911,17.05896007598102,2023-09-11
20230908,17.49967169537991,2023-09-08
20230907,17.091941895629343,2023-09-07
20230906,16.71475197537276,2023-09-06
20230905,16.86173615162671,2023-09-05
20230904,16.89020539701128,2023-09-04
20230901,17.67520564365231,2023-09-01
20230831,18.157509488503948,2023-08-31
20230830,19.176495373831127,2023-08-30
20230829,20.400077580039746,2023-08-29
20230828,22.4412468927474,2023-08-28
20230825,21.03321830853184,2023-08-25
20230824,20.16451426925429,2023-08-24
20230823,20.72136667242488,2023-08-23
20230822,20.600665616571074,2023-08-22
20230821,21.563600404568188,2023-08-21
20230818,20.542294881926185,2023-08-18
20230817,19.72074601499504,2023-08-17
20230816,19.5093014669912,2023-08-16
20230815,18.147869029978533,2023-08-15
20230814,18.63279591201474,2023-08-14
20230811,18.73930296784245,2023-08-11
20230810,18.649105796450925,2023-08-10
20230809,18.708707480821023,2023-08-09
20230808,18.62071003506741,2023-08-08
20230807,18.53815619202029,2023-08-07
20230804,18.18409899480873,2023-08-04
20230803,17.981271875466398,2023-08-03
20230802,17.46150640336288,2023-08-02
20230801,17.680896529306562,2023-08-01
20230731,17.972611053483032,2023-07-31
20230728,16.156025058673865,2023-07-28
20230727,14.967963504087228,2023-07-27
20230726,15.546810492237926,2023-07-26
20230725,15.469925166204437,2023-07-25
20230724,15.000446906156052,2023-07-24
20230721,14.802529435811952,2023-07-21
20230720,15.35961200788432,2023-07-20
20230719,14.563396274174986,2023-07-19
20230718,14.818802071858194,2023-07-18
20230717,14.918962746638206,2023-07-17
20230714,14.52335607186319,2023-07-14
20230713,14.644780030898566,2023-07-13
20230712,15.092884833398651,2023-07-12
20230711,14.76797270516784,2023-07-11
20230710,15.151812372460146,2023-07-10
20230707,15.17100967894586,2023-07-07
20230706,14.998709929768244,2023-07-06
20230705,14.749712566413429,2023-07-05
20230704,14.534001605643525,2023-07-04
20230703,14.776395742746637,2023-07-03
20230630,15.182949977190694,2023-06-30
20230629,15.385929458889231,2023-06-29
20230628,15.738615028725912,2023-06-28
20230627,16.43924481370607,2023-06-27
20230626,17.146343604457368,2023-06-26
20230621,15.844398632258772,2023-06-21
20230620,15.377596319523883,2023-06-20
20230619,15.781584410218713,2023-06-19
20230616,14.9358926415455,2023-06-16
20230615,15.29910769351738,2023-06-15
20230614,15.871561539407017,2023-06-14
20230613,15.85229318637696,2023-06-13
20230612,16.301846507406744,2023-06-12
20230609,16.23796062454321,2023-06-09
20230608,16.89216801272366,2023-06-08
20230607,17.02347518949353,2023-06-07
20230606,16.832103812825466,2023-06-06
20230605,16.37912467434938,2023-06-05
20230602,16.367725507600866,2023-06-02
20230601,17.70002609532857,2023-06-01
20230531,17.843229722014552,2023-05-31
20230530,16.13591183344615,2023-05-30
20230529,16.581661434619793,2023-05-29
20230526,16.196668686365864,2023-05-26
20230525,17.337948380446974,2023-05-25
20230524,16.87937195620105,2023-05-24
20230523,16.01066645460958,2023-05-23
20230522,15.599226494379604,2023-05-22
20230519,15.879421005364454,2023-05-19
20230518,16.434057445337622,2023-05-18
20230517,17.25751779546996,2023-05-17
20230516,16.270219662587483,2023-05-16
20230515,16.00440406040191,2023-05-15
20230512,16.15843357496737,2023-05-12
20230511,15.7897319145667,2023-05-11
20230510,16.281988496197524,2023-05-10
20230509,16.262737368827022,2023-05-09
20230508,16.097227297259714,2023-05-08
20230505,15.327233636969382,2023-05-05
20230504,15.587985082253086,2023-05-04
20230428,14.77657511478457,2023-04-28
20230427,15.107745034892966,2023-04-27
20230426,16.298876783039944,2023-04-26
20230425,17.107933045246384,2023-04-25
20230424,16.77112856168198,2023-04-24
20230421,15.385507770810785,2023-04-21
20230420,14.569499425189733,2023-04-20
20230419,14.701207870308323,2023-04-19
20230418,15.140067441055708,2023-04-18
20230417,15.430313594924616,2023-04-17
20230414,14.68900803386662,2023-04-14
20230413,14.91077773861752,2023-04-13
20230412,15.39000357824156,2023-04-12
20230411,15.727625116413517,2023-04-11
20230410,16.16944781547668,2023-04-10
20230407,16.13599907607089,2023-04-07
20230406,16.885750628593737,2023-04-06
20230404,16.37044056072837,2023-04-04
20230403,16.669550567493708,2023-04-03
20230331,15.942559137915543,2023-03-31
20230330,16.05180284423786,2023-03-30
20230329,16.421676797538627,2023-03-29
20230328,16.479835833200326,2023-03-28
20230327,16.878581152713302,2023-03-27
20230324,16.433242108992037,2023-03-24
20230323,16.727645233540475,2023-03-23
20230322,17.25705487246694,2023-03-22
20230321,17.668728230791743,2023-03-21
20230320,17.592123682630167,2023-03-20
20230317,16.786873578662497,2023-03-17
20230316,17.325769801379607,2023-03-16
20230315,16.7663248425609,2023-03-15
20230314,18.32524216265854,2023-03-14
20230313,18.01388202045487,2023-03-13
20230310,17.8376436212252,2023-03-10
20230309,17.576370063319516,2023-03-09
20230308,17.778208707144877,2023-03-08
20230307,17.805005361679203,2023-03-07
20230306,17.461713614575192,2023-03-06
20230303,17.528166751290506,2023-03-03
20230302,17.47643947044476,2023-03-02
20230301,17.524119147670163,2023-03-01
20230228,17.99405406030528,2023-02-28
20230227,18.73894412375949,2023-02-27
20230224,18.3248402679898,2023-02-24
20230223,18.041478250264586,2023-02-23
20230222,18.50775248683992,2023-02-22
20230221,19.01513283688417,2023-02-21
20230220,19.113483363636785,2023-02-20
20230217,18.68095145016257,2023-02-17
20230216,18.67801195677221,2023-02-16
20230215,18.32873268308684,2023-02-15
20230214,18.292899394176143,2023-02-14
20230213,18.679473501471985,2023-02-13
20230210,18.542450233488868,2023-02-10
20230209,19.27067535943344,2023-02-09
20230208,19.632527382665945,2023-02-08
20230207,20.283857407534377,2023-02-07
20230206,20.63511125258194,2023-02-06
20230203,19.61156935343872,2023-02-03
20230202,19.424074067317022,2023-02-02
20230201,19.2447484912609,2023-02-01
20230131,18.893173121214147,2023-01-31
20230130,19.810510128366108,2023-01-30
20230120,18.86224471395298,2023-01-20
20230119,19.785657670970554,2023-01-19
20230118,18.950923782934844,2023-01-18
20230117,18.59475500554878,2023-01-17
20230116,17.80344340500572,2023-01-16
20230113,16.543179366713563,2023-01-13
20230112,17.96365093780245,2023-01-12
20230111,17.937024250950316,2023-01-11
20230110,18.194077999945,2023-01-10
20230109,18.43828048812911,2023-01-09
20230106,16.976506359026928,2023-01-06
20230105,16.685247157192062,2023-01-05
20230104,16.602927504096446,2023-01-04
20230103,16.77976746208946,2023-01-03
20221230,16.56718387132868,2022-12-30
20221229,17.058913526614425,2022-12-29
20221228,17.316116982353556,2022-12-28
20221227,17.69427487182478,2022-12-27
20221226,18.242312247620426,2022-12-26
20221223,17.878289634133814,2022-12-23
20221222,16.968606451746485,2022-12-22
20221221,18.227065983407883,2022-12-21
20221220,19.47196180455913,2022-12-20
20221219,19.02582962729517,2022-12-19
20221216,18.257172493791447,2022-12-16
20221215,18.597092035912866,2022-12-15
20221214,19.58814377043677,2022-12-14
20221213,19.92818017215197,2022-12-13
20221212,19.94587653097804,2022-12-12
20221209,19.9024165346647,2022-12-09
20221208,20.199732447647893,2022-12-08
20221207,20.712646037715167,2022-12-07
20221206,20.8380374303986,2022-12-06
20221205,21.213481603022338,2022-12-05
20221202,21.00534240079426,2022-12-02
20221201,21.64457771379976,2022-12-01
20221130,23.466895073224027,2022-11-30
20221129,24.19130491547228,2022-11-29
20221128,23.07955426270734,2022-11-28
20221125,22.000766067424905,2022-11-25
20221124,23.13121218166222,2022-11-24
20221123,22.62850901533671,2022-11-23
20221122,22.514776633667672,2022-11-22
20221121,22.14908385505858,2022-11-21
20221118,22.649209177692025,2022-11-18
20221117,23.363111139408424,2022-11-17
20221116,24.203098824343897,2022-11-16
20221115,23.58251004200484,2022-11-15
20221114,23.330791924732026,2022-11-14
20221111,22.08438277542124,2022-11-11
20221110,22.41762191638323,2022-11-10
20221109,22.241560327269987,2022-11-09
20221108,22.448980650257592,2022-11-08
20221107,23.10707526275305,2022-11-07
20221104,22.29865970110548,2022-11-04
20221103,22.030961156373664,2022-11-03
20221102,21.989879627481063,2022-11-02
20221101,22.93440784657015,2022-11-01
20221031,25.132968895512786,2022-10-31
20221028,23.102085832997496,2022-10-28
20221027,21.628912354704816,2022-10-27
20221026,21.87766397899923,2022-10-26
20221025,23.37669937492697,2022-10-25
20221024,22.732218949258744,2022-10-24
20221021,20.007229863736068,2022-10-21
20221020,19.679262050198627,2022-10-20
20221019,18.77656230845912,2022-10-19
20221018,18.360322808586744,2022-10-18
20221017,18.913403904975787,2022-10-17
20221014,18.94805383302977,2022-10-14
20221013,20.0237444050614,2022-10-13
20221012,19.578498711789123,2022-10-12
20221011,19.19500294400041,2022-10-11
20221010,18.94335062745284,2022-10-10
20220930,17.665151380506767,2022-09-30
20220929,18.30184738210837,2022-09-29
20220928,18.939849563439463,2022-09-28
20220927,18.52005694021685,2022-09-27
20220926,19.40076506585217,2022-09-26
20220923,18.36764070329448,2022-09-23
20220922,18.338809806232344,2022-09-22
20220921,18.29835795057726,2022-09-21
